fdc_id;name;category;protein;phe;phe_source;fat;carbs;energy
168191;Финики;Фрукты;1,81;48,0;original;0,15;75,00;277,0
168192;Дуриан;Фрукты;1,47;36,8;calculated;5,33;27,10;147,0
168194;Ананас;Фрукты;0,53;13,2;calculated;0,11;13,50;51,0
168195;Клементины;Фрукты;0,85;21,2;calculated;0,15;12,00;47,0
168211;Киви;Фрукты;1,02;25,5;calculated;0,28;15,80;63,0
168422;Грибы лисички;Грибы;1,49;37,2;calculated;0,53;6,86;32,0
168423;Грибы сморчки;Грибы;3,12;78,0;calculated;0,57;5,10;31,0
168431;Салат-латук лист;Овощи;1,33;67,0;original;0,22;2,26;13,0
168446;Картофельная мука;Крупы и макароны;6,90;316,0;original;0,34;83,10;357,0
169272;Листья тыквы;Овощи;3,15;171,0;original;0,40;2,33;19,0
168448;Тыква;Овощи;1,00;32,0;original;0,10;6,50;26,0
168464;Кабачок;Овощи;1,01;33,0;original;0,27;3,88;19,0
168482;Сладкий картофель;Овощи;1,57;89,0;original;0,05;20,10;86,0
168575;Виноградные листья;Овощи;5,60;140,0;calculated;2,12;17,30;93,0
168577;Перец чили;Овощи;0,72;22,0;original;0,27;4,60;21,0
168578;Перец венгерский;Овощи;0,80;25,0;original;0,41;6,70;29,0
168579;Перец пасилья;Овощи;12,40;310,0;calculated;15,80;51,10;345,0
168583;Васаби корень;Овощи;4,80;120,0;calculated;0,63;23,50;109,0
168595;Масло подсолнечное;Другое;17,30;942,0;original;55,20;23,30;617,0
168871;Пшено;Крупы и макароны;3,51;185,0;original;1,00;23,70;119,0
168872;Овсяные отруби;Крупы и макароны;17,30;908,0;original;7,03;66,20;246,0
169706;Рис среднезернистый;Крупы и макароны;7,50;387,0;original;2,68;76,20;362,0
169703;Рис длиннозерный;Крупы и макароны;7,54;410,0;original;3,20;76,20;367,0
168881;Рис короткозерный обогащённый;Крупы и макароны;6,50;348,0;original;0,52;79,20;358,0
168882;Рис короткозерный;Крупы и макароны;2,36;126,0;original;0,19;28,70;130,0
168883;Рис клейкий необогащенный;Крупы и макароны;6,81;364,0;original;0,55;81,70;370,0
168884;Ржаное зерно;Крупы и макароны;10,30;435,0;original;1,63;75,90;338,0
168885;Мука ржаная темная;Крупы и макароны;15,90;646,0;original;2,22;68,60;325,0
168886;Мука ржаная;Крупы и макароны;10,90;488,0;original;1,52;75,40;349,0
168887;Мука ржаная светлая;Крупы и макароны;9,82;445,0;original;1,33;76,70;357,0
168893;Мука пшеничная;Крупы и макароны;13,20;682,0;original;2,50;72,00;340,0
168898;Рисовая мука;Крупы и макароны;7,23;373,0;original;2,78;76,50;363,0
168911;Спагетти шпинат;Крупы и макароны;13,40;642,0;original;1,57;74,80;372,0
169731;Лапша яичная;Яйца;14,20;748,0;original;4,44;71,30;384,0
168998;Шиповник;Другое;1,60;48,0;calculated;0,34;38,20;162,0
169097;Апельсины;Фрукты;0,94;31,0;original;0,12;11,80;47,0
169103;Апельсиновая цедра;Фрукты;1,50;37,5;calculated;0,20;25,00;97,0
169105;Мандарины;Фрукты;0,81;18,0;original;0,31;13,30;53,0
169382;Грибы эноки;Грибы;2,66;150,0;original;0,29;7,81;37,0
169403;Грибы майтаке;Грибы;1,94;60,0;original;0,19;6,97;31,0
169406;Кунжутное масло;Орехи и семена;18,00;951,0;original;56,40;17,90;607,0
169412;Семена кунжута;Орехи и семена;20,40;940,0;original;61,20;11,70;631,0
169414;Семена льняные;Орехи и семена;18,30;957,0;original;42,20;28,90;534,0
169415;Семена тыквы кабачков;Орехи и семена;29,80;1710,0;original;49,00;14,70;574,0
169417;Семена подсолнечника;Орехи и семена;19,30;992,0;original;49,80;15,30;546,0
169420;Орехи миндаль;Орехи и семена;21,40;963,0;calculated;55,90;17,90;607,0
169422;Орехи кешью обжаренные;Орехи и семена;16,80;879,0;original;47,80;30,20;581,0
169424;Орехи пекан;Орехи и семена;9,50;441,0;original;74,30;13,60;710,0
169715;Крупа манная;Крупы и макароны;12,70;616,0;original;1,05;72,80;360,0
169716;Сорго;Крупы и макароны;10,60;546,0;original;3,46;72,10;329,0
169889;Редис;Овощи;1,10;27,5;calculated;0,30;5,20;28,0
169890;Капуста по-японски;Овощи;1,60;40,0;calculated;0,10;5,67;30,0
169993;Корни цикория;Овощи;1,40;35,0;calculated;0,20;17,50;72,0
170101;Лук репчатый;Овощи;0,77;20,0;original;0,10;6,00;26,0
170148;Семена конопли;Орехи и семена;31,60;1450,0;original;48,80;8,67;553,0
170150;Семена кунжута;Орехи и семена;17,70;940,0;original;49,70;23,40;573,0
170560;Кунжутная мука;Крупы и макароны;50,10;2660,0;original;1,75;35,50;333,0
170156;Мука подсолнечника;Крупы и макароны;48,10;2470,0;original;1,61;35,80;326,0
170565;Орехи желуди;Орехи и семена;8,10;354,0;original;31,40;53,70;509,0
170158;Орехи миндаль обжаренные;Орехи и семена;21,00;1120,0;original;52,50;21,00;598,0
170161;Орехи буковые;Орехи и семена;6,20;262,0;original;50,00;33,50;576,0
170576;Орехи каштаны;Орехи и семена;6,39;270,0;original;4,45;77,30;374,0
170175;Орехи гинкго;Орехи и семена;10,40;408,0;original;2,00;72,40;348,0
170186;Орехи грецкие;Орехи и семена;24,10;1090,0;original;59,30;9,58;619,0
170487;Кабачки летние;Овощи;1,21;41,0;original;0,18;3,35;16,0
170566;Желудевая мука;Орехи и семена;7,49;328,0;original;30,20;54,60;501,0
170917;Специи лавровый лист;Другое;7,61;228,3;calculated;8,36;75,00;313,0
170918;Специи тмин;Другое;19,80;867,0;original;14,60;49,90;333,0
170919;Специи кардамон;Другое;10,80;324,0;calculated;6,70;68,50;311,0
170920;Специи сельдерея;Овощи;18,10;452,5;calculated;25,30;41,40;392,0
170921;Специи лист кориандра;Другое;21,90;657,0;calculated;4,78;52,10;279,0
170922;Специи кориандра;Другое;12,40;372,0;calculated;17,80;55,00;298,0
170923;Специи тмина;Другое;17,80;534,0;calculated;22,30;44,20;375,0
170925;Специи укропа;Другое;16,00;670,0;original;14,50;55,20;305,0
170926;Специи имбирь;Другое;8,98;311,0;original;4,24;71,60;335,0
170927;Специи мацис;Другое;6,71;201,3;calculated;32,40;50,50;475,0
170928;Специи майоран;Другое;12,70;381,0;calculated;7,04;60,60;271,0
170929;Специи горчицы;Другое;26,10;1170,0;original;36,20;28,10;508,0
170930;Специи петрушка;Другое;26,60;1710,0;original;5,48;50,60;292,0
170931;Специи перец;Овощи;10,40;446,0;original;3,26;64,00;251,0
170932;Специи перец кайенский;Овощи;12,00;300,0;calculated;17,30;56,60;318,0
170934;Специи шафран;Другое;11,40;342,0;calculated;5,85;65,40;310,0
170935;Специи шалфей;Другое;10,60;318,0;calculated;12,80;60,70;315,0
170936;Специи чабер;Другое;6,73;201,9;calculated;5,91;68,70;272,0
170937;Специи эстрагон;Другое;22,80;684,0;calculated;7,24;50,20;295,0
170938;Специи тимьян;Другое;9,11;273,3;calculated;7,43;63,90;276,0
170939;Горох;Бобовые;3,27;147,2;calculated;0,43;8,36;50,0
170941;Шпинат;Овощи;2,50;96,0;original;1,30;5,70;37,0
171240;Сыр гетост;Сыры;9,65;540,0;original;29,50;42,60;466,0
171241;Сыр гауда;Сыры;24,90;1430,0;original;27,40;2,22;356,0
171246;Сыр невшатель;Сыры;9,15;448,0;original;22,80;3,59;253,0
171249;Сыр романо;Сыры;31,80;1710,0;original;26,90;3,63;387,0
171250;Сыр рокфор;Сыры;21,50;1020,0;original;30,60;2,00;369,0
171278;Молоко козье;Молочные продукты;3,56;155,0;original;4,14;4,45;69,0
171279;Молоко человеческое;Молочные продукты;1,03;46,0;original;4,38;6,89;70,0
171315;Специи перец душистый;Другое;6,09;182,7;calculated;8,69;72,10;263,0
171317;Специи базилик;Другое;23,00;1250,0;original;4,07;47,80;233,0
171318;Специи кервель;Другое;23,20;696,0;calculated;3,90;49,10;237,0
171319;Специи чили;Другое;13,50;370,0;original;14,30;49,70;282,0
171320;Специи корица;Другое;3,99;146,0;original;1,24;80,60;247,0
171321;Специи гвоздика;Другое;5,97;230,0;original;13,00;65,50;274,0
171322;Специи укроп;Другое;20,00;600,0;calculated;4,36;55,80;253,0
171323;Специи фенхеля;Другое;15,80;647,0;original;14,90;52,30;345,0
171324;Специи пажитника;Другое;23,00;1090,0;original;6,41;58,40;323,0
171325;Специи чесночный;Овощи;16,60;525,0;original;0,73;72,70;331,0
171326;Специи мускатный орех;Орехи и семена;5,84;262,8;calculated;36,30;49,30;525,0
171327;Специи луковый;Овощи;10,40;280,0;original;1,04;79,10;341,0
171328;Специи орегано;Другое;9,00;449,0;original;4,28;68,90;265,0
171329;Специи паприка;Другое;14,10;610,0;original;12,90;54,00;282,0
171330;Специи мак;Другое;18,00;758,0;original;41,60;28,10;525,0
171333;Специи розмарин;Другое;4,88;146,4;calculated;15,20;64,10;331,0
171336;Персики;Фрукты;0,94;23,5;calculated;0,33;14,50;65,0
171686;Ацерола;Фрукты;0,40;10,0;calculated;0,30;7,69;32,0
173940;Абрикосы;Фрукты;1,93;80,0;original;0,24;32,60;126,0
171705;Авокадо;Овощи;2,00;97,0;original;14,70;8,53;160,0
171727;Ягоды бузины;Ягоды;0,66;40,0;original;0,50;18,40;73,0
171948;Рыба окунь полосатая;Рыба и морепродукты;17,70;692,0;original;2,33;0,00;97,0
171949;Рыба луфарь;Рыба и морепродукты;20,00;782,0;original;4,24;0,00;124,0
171950;Рыба налим;Рыба и морепродукты;19,30;754,0;original;0,81;0,00;90,0
171955;Рыба треска атлантическая;Рыба и морепродукты;17,80;695,0;original;0,67;0,00;82,0
172189;Яйцо утиное;Яйца;12,80;840,0;original;13,80;1,45;185,0
172190;Яйцо гусиное;Яйца;13,90;910,0;original;13,30;1,35;185,0
172192;Яйцо индейки;Яйца;13,70;773,0;original;11,90;1,15;171,0
173030;Крыжовник;Ягоды;0,88;22,0;calculated;0,58;10,20;44,0
173032;Ягоды годжи;Ягоды;14,30;271,0;original;0,39;77,10;349,0
173043;Земляника;Ягоды;1,90;47,5;calculated;0,70;11,20;53,0
173044;Гуава;Фрукты;2,55;6,0;original;0,95;14,30;68,0
173435;Сыр козий мягкий;Сыры;18,50;737,0;original;21,10;0,00;264,0
173439;Сыр чеддер колби;Сыры;24,40;1180,0;original;7,00;1,91;173,0
173442;Сметана;Молочные продукты;7,00;350,0;calculated;14,10;7,00;181,0
173470;Тимьян;Другое;5,56;166,8;calculated;1,68;24,40;101,0
173471;Экстракт ванили;Другое;0,06;1,8;calculated;0,06;12,60;288,0
173472;Хрен;Другое;1,18;35,4;calculated;0,69;11,30;48,0
173473;Розмарин;Другое;3,31;169,0;original;5,86;20,70;131,0
173475;Мята;Другое;3,29;168,0;original;0,73;8,41;44,0
173668;Рыба сельдь;Рыба и морепродукты;24,60;960,0;original;12,40;0,00;217,0
173670;Рыба линь;Рыба и морепродукты;19,00;741,0;original;0,64;0,00;87,0
173673;Рыба скумбрия;Рыба и морепродукты;19,30;753,0;original;6,30;0,00;139,0
173674;Рыба скумбрия испанская жар;Рыба и морепродукты;23,60;921,0;original;6,32;0,00;158,0
173698;Рыба окунь;Рыба и морепродукты;20,50;801,0;original;1,34;0,00;100,0
173686;Рыба лосось;Рыба и морепродукты;19,80;775,0;original;6,34;0,00;142,0
173701;Рыба осетр;Рыба и морепродукты;16,10;630,0;original;4,04;0,00;105,0
173702;Рыба сурими;Рыба и морепродукты;15,20;595,0;original;0,90;6,85;99,0
173706;Рыба тунец;Рыба и морепродукты;23,30;911,0;original;4,90;0,00;144,0
173717;Рыба форель;Рыба и морепродукты;19,90;815,0;original;6,18;0,00;141,0
174265;Арахисовое масло;Другое;24,10;1180,0;original;49,90;21,60;589,0
174273;Мука соевая;Крупы и макароны;37,80;1800,0;original;20,60;31,90;434,0
174906;Хлеб банановый;Хлеб и выпечка;4,30;218,0;original;10,50;54,60;326,0
174908;Хлеб кукурузный;Хлеб и выпечка;7,00;343,0;original;12,20;69,50;418,0
