fdc_id;name;category;protein;phe;phe_source;fat;carbs;energy
2706463;Севиче;Рыба и морепродукты;10,50;525,0;calculated;0,76;3,58;63,0
2706464;Крабы в томатном соусе по-пуэрторикански;Рыба и морепродукты;12,50;625,0;calculated;8,90;2,92;144,0
2706465;Креветки в чесночном соусе по-пуэрто-рикански;Рыба и морепродукты;11,60;580,0;calculated;25,00;2,45;281,0
2706466;Тушеное мясо, рыба;Рыба и морепродукты;7,63;381,5;calculated;0,42;2,75;46,0
2706467;Фрикадельки, NS по типу мяса, с соусом;Мясо;18,00;900,0;calculated;12,00;0,15;186,0
2706468;Мясной рулет по-пуэрто-рикански;Мясо;19,80;990,0;calculated;22,00;10,70;325,0
2706469;Мясо с томатным соусом;Мясо;21,70;1085,0;calculated;6,36;1,58;149,0
2706470;Соус для спагетти с мясом;Мясо;5,94;297,0;calculated;4,36;6,54;90,0
2706471;Соус для спагетти с мясом и добавлением овощей;Мясо;6,03;301,5;calculated;4,13;6,05;86,0
2706472;Тушеный, приправленный говяжий и свиной фарш по-мексикански;Мясо;16,70;835,0;calculated;6,98;1,45;139,0
2706473;Мясо с соусом, NS в зависимости от типа мяса,;Мясо;21,60;1080,0;calculated;7,05;1,58;156,0
2706474;Говядина и картофель, без соуса;Мясо;7,92;396,0;calculated;4,93;14,50;133,0
2706475;Говядина и картофель со сливочным, белым или грибным соусом;Яйца;8,04;402,0;calculated;3,79;8,66;100,0
2706476;Говядина, жаркое, хаш;Мясо;13,20;660,0;calculated;5,10;10,70;140,0
2706477;Гашиш из солонины;Мясо;8,73;436,5;calculated;10,20;9,27;164,0
2706478;Говядина и картофель с сырным соусом;Сыры;8,15;407,5;calculated;5,60;11,10;126,0
2706479;Говяжий фарш тушеный с приправами и картофелем по-мексикански;Мясо;10,40;520,0;calculated;7,88;5,60;137,0
2706480;Говядина и лапша, без соуса;Мясо;11,40;570,0;calculated;8,41;16,20;189,0
2706481;Говядина и макароны с сырным соусом;Сыры;9,12;456,0;calculated;5,42;12,30;137,0
2706482;Говядина и лапша с томатным соусом;Мясо;8,74;437,0;calculated;3,93;10,70;115,0
2706483;Чили с макаронами;Мясо;8,99;449,5;calculated;3,65;14,40;126,0
2706484;Говядина и лапша с соусом;Мясо;7,70;385,0;calculated;5,07;15,40;139,0
2706485;Говядина и лапша со сливочным или белым соусом;Яйца;7,86;393,0;calculated;5,33;15,00;140,0
2706486;Бефстроганов из говядины с лапшой;Мясо;7,76;388,0;calculated;6,80;8,99;129,0
2706487;Говядина и лапша с грибным соусом;Мясо;7,54;377,0;calculated;5,14;15,00;136,0
2706488;Говядина и лапша с соевым соусом;Мясо;13,20;660,0;calculated;10,00;7,54;173,0
2706489;Говядина и рис, без соуса;Мясо;7,27;363,5;calculated;5,00;17,20;146,0
2706490;Бирьяни с мясом;Мясо;8,50;425,0;calculated;6,79;12,20;145,0
2706491;Говядина и рис с томатным соусом;Мясо;6,39;319,5;calculated;5,15;15,90;136,0
2706492;Дикобразные шарики с томатным соусом;Мясо;10,40;520,0;calculated;6,21;13,40;153,0
2706493;Говядина и рис с соусом;Мясо;6,28;314,0;calculated;5,12;16,00;137,0
2706494;Говядина и рис со сливочным соусом;Мясо;6,70;335,0;calculated;5,24;15,90;139,0
2706495;Говядина и рис с грибным соусом;Мясо;6,25;312,5;calculated;5,18;15,50;135,0
2706496;Дикобразные шарики с грибным соусом;Мясо;10,30;515,0;calculated;7,76;10,70;157,0
2706497;Говядина и рис с соевым соусом;Мясо;13,60;680,0;calculated;10,30;7,96;178,0
2706498;Говядина и рис с сырным соусом;Сыры;8,08;404,0;calculated;5,35;14,70;142,0
2706499;Мясной рулет из говядины;Мясо;17,50;875,0;calculated;10,70;7,20;199,0
2706500;Мясной рулет из говядины с томатным соусом;Мясо;13,80;690,0;calculated;8,35;6,77;159,0
2706501;Говядина Веллингтон;Мясо;19,20;960,0;calculated;27,40;10,20;368,0
2706502;Котлета из солонины;Мясо;8,73;436,5;calculated;10,20;9,27;164,0
2706503;Тушеная говядина с картофелем по-пуэрто-рикански;Мясо;14,60;730,0;calculated;14,80;6,53;220,0
2706504;Мясной рулет с ветчиной;Мясо;20,60;1030,0;calculated;7,52;6,16;179,0
2706505;Ветчина и лапша со сливочным или белым соусом;Яйца;6,81;340,5;calculated;5,44;15,30;139,0
2706506;Ветчина и рис с грибным соусом;Мясо;5,37;268,5;calculated;5,19;16,30;136,0
2706507;Ветчина или свинина с начинкой;Мясо;6,26;313,0;calculated;8,27;10,40;143,0
2706508;Крокет из ветчины;Мясо;18,00;900,0;calculated;20,70;2,60;273,0
2706509;Свинина и рис с томатным соусом;Мясо;6,42;321,0;calculated;5,00;16,80;140,0
2706510;Колбаса и рис с томатным соусом;Мясо;4,63;231,5;calculated;5,49;16,40;134,0
2706511;Колбаса и рис с грибным соусом;Мясо;4,86;243,0;calculated;6,02;16,80;142,0
2706512;Колбаса и рис с сырным соусом;Сыры;6,32;316,0;calculated;7,61;13,90;151,0
2706513;Колбаса и лапша со сливочным или белым соусом;Яйца;5,91;295,5;calculated;7,80;14,80;153,0
2706514;Ветчина и лапша, без соуса;Мясо;7,15;357,5;calculated;5,54;15,90;144,0
2706515;Ветчина или свинина с рисом, без соуса;Мясо;6,73;336,5;calculated;4,99;16,80;143,0
2706516;Ветчина или свинина и картофель с соусом;Мясо;5,40;270,0;calculated;6,33;11,70;126,0
2706517;Ветчина или свинина и картофель с сырным соусом;Сыры;7,86;393,0;calculated;5,69;11,10;127,0
2706518;Тушеные свиные ножки по-пуэрторикански.;Мясо;9,99;499,5;calculated;8,70;4,13;136,0
2706519;Тушеное мясо, свинина;Мясо;8,35;417,5;calculated;5,42;6,29;109,0
2706520;Тушеное мясо, свинина, с макаронами;Мясо;9,35;467,5;calculated;5,58;10,80;133,0
2706521;Буханка из баранины или баранины;Мясо;14,00;700,0;calculated;11,60;7,44;192,0
2706522;Баранина или баранина и картофель с соусом;Мясо;5,13;256,5;calculated;6,46;12,50;129,0
2706523;Баранина или баранина и картофель с томатным соусом;Мясо;5,26;263,0;calculated;6,22;12,50;126,0
2706524;Ягненок или баранина и лапша с соусом;Мясо;6,80;340,0;calculated;5,48;15,60;141,0
2706525;Мясной рулет из оленины/оленины;Мясо;19,00;950,0;calculated;6,73;6,31;166,0
2706526;Оленина или оленина и лапша со сливочным или белым соусом;Яйца;8,37;418,5;calculated;5,37;14,50;141,0
2706527;Гашиш из курицы или индейки;Мясо;9,57;478,5;calculated;4,10;8,27;110,0
2706528;Курица или индейка и картофель с соусом;Мясо;7,47;373,5;calculated;6,35;9,04;122,0
2706529;Курица или индейка и лапша, без соуса;Мясо;7,73;386,5;calculated;6,14;15,50;148,0
2706530;Курица или индейка и лапша с соусом;Мясо;6,99;349,5;calculated;5,67;15,20;140,0
2706531;Курица или индейка и лапша с грибным соусом;Мясо;6,92;346,0;calculated;5,46;14,90;136,0
2706532;Курица или индейка и лапша со сливочным или белым соусом;Яйца;7,39;369,5;calculated;5,51;15,20;140,0
2706533;Курица или индейка и лапша с сырным соусом;Сыры;8,95;447,5;calculated;6,16;13,60;146,0
2706534;Тетразини из курицы или индейки;Мясо;12,00;600,0;calculated;4,79;6,96;119,0
2706535;Курица или индейка и лапша с томатным соусом;Мясо;7,12;356,0;calculated;5,44;15,20;137,0
2706536;Курица или индейка и лапша с соевым соусом;Мясо;11,60;580,0;calculated;9,02;7,60;157,0
2706537;Курица или индейка и рис, без соуса;Мясо;6,46;323,0;calculated;5,84;17,00;149,0
2706538;Бирьяни с курицей;Мясо;7,15;357,5;calculated;2,38;13,60;104,0
2706539;Курица или индейка и рис со сливочным соусом;Мясо;8,13;406,5;calculated;5,86;12,80;136,0
2706540;Курица или индейка и рис с грибным соусом;Мясо;5,67;283,5;calculated;5,48;15,40;135,0
2706541;Курица или индейка и рис с томатным соусом;Мясо;5,72;286,0;calculated;6,18;15,70;142,0
2706542;Курица или индейка и рис с соевым соусом;Мясо;12,00;600,0;calculated;9,21;8,01;162,0
2706543;Курица или индейка с кнедликами;Мясо;15,70;785,0;calculated;5,55;8,04;144,0
2706544;Курица или индейка с начинкой;Мясо;20,00;1000,0;calculated;4,88;11,70;172,0
2706545;Торт, котлета или крокет из курицы или индейки;Мясо;20,80;1040,0;calculated;18,80;2,59;262,0
2706546;Суфле из курицы или индейки;Мясо;11,70;585,0;calculated;11,30;5,59;171,0
2706547;Мясной рулет из курицы или индейки;Мясо;18,80;940,0;calculated;7,27;8,08;172,0
2706548;Мясной рулет из курицы или индейки с томатным соусом;Мясо;15,50;775,0;calculated;6,20;7,29;145,0
2706549;Краб, торт;Рыба и морепродукты;14,40;720,0;calculated;15,00;4,48;214,0
2706550;Рыба, торт или котлета;Рыба и морепродукты;13,60;680,0;calculated;12,60;10,40;212,0
2706551;Гефилте рыба;Рыба и морепродукты;10,40;520,0;calculated;0,41;8,74;82,0
2706552;Рыбный, лососевый пирог или котлета;Рыба и морепродукты;16,10;805,0;calculated;22,10;4,46;285,0
2706553;Креветки и лапша, без соуса;Рыба и морепродукты;7,30;365,0;calculated;5,50;16,40;146,0
2706554;Креветки и лапша с соусом;Рыба и морепродукты;6,02;301,0;calculated;5,18;14,70;131,0
2706555;Креветки и лапша с грибным соусом;Рыба и морепродукты;6,31;315,5;calculated;5,24;15,00;133,0
2706556;Креветки и лапша со сливочным или белым соусом;Яйца;7,14;357,0;calculated;5,32;16,20;143,0
2706557;Креветки и лапша с соевым соусом;Рыба и морепродукты;10,20;510,0;calculated;7,25;8,17;141,0
2706558;Креветки и лапша с сырным соусом;Сыры;8,18;409,0;calculated;5,37;13,40;136,0
2706559;Креветки и лапша с томатным соусом;Рыба и морепродукты;6,46;323,0;calculated;5,22;15,40;134,0
2706560;Торт или котлета из тунца;Рыба и морепродукты;15,30;765,0;calculated;14,90;2,65;206,0
2706561;Торт из моллюсков или котлета;Рыба и морепродукты;19,00;950,0;calculated;15,40;6,79;246,0
2706562;Камбала с крабовой начинкой;Рыба и морепродукты;15,10;755,0;calculated;5,52;5,73;136,0
2706563;Омар с хлебной начинкой, запеченный;Рыба и морепродукты;15,00;750,0;calculated;8,26;9,83;177,0
2706564;Казино Моллюски;Рыба и морепродукты;11,80;590,0;calculated;7,90;10,30;162,0
2706565;Креветки, торт или котлета;Рыба и морепродукты;13,90;695,0;calculated;15,30;5,26;218,0
2706566;Креветки с крабовой начинкой;Рыба и морепродукты;16,40;820,0;calculated;9,01;6,16;174,0
2706567;Тост с креветками;Рыба и морепродукты;8,46;423,0;calculated;15,40;12,00;222,0
2706568;Имитация крабового мяса;Мясо;7,62;381,0;calculated;0,46;15,00;95,0
2706569;Суфле из морепродуктов;Рыба и морепродукты;9,94;497,0;calculated;9,98;5,56;153,0
2706570;Запеканка из тунца с лапшой и сливочным или белым соусом;Яйца;10,10;505,0;calculated;7,30;15,40;168,0
2706571;Запеканка из тунца с лапшой и грибным соусом;Рыба и морепродукты;9,02;451,0;calculated;5,18;13,90;139,0
2706572;Тунец и рис с грибным соусом;Рыба и морепродукты;4,57;228,5;calculated;5,17;15,40;128,0
2706573;Рыба и рис с томатным соусом;Рыба и морепродукты;5,41;270,5;calculated;5,12;16,50;135,0
2706574;Рыба и рис со сливочным соусом;Рыба и морепродукты;5,54;277,0;calculated;4,98;15,80;133,0
2706575;Рыба и рис с грибным соусом;Рыба и морепродукты;5,34;267,0;calculated;5,16;16,10;135,0
2706576;Рыба и лапша с грибным соусом;Рыба и морепродукты;6,30;315,0;calculated;5,11;14,80;131,0
2706577;Моллюски и лапша с томатным соусом;Рыба и морепродукты;6,58;329,0;calculated;5,04;15,70;135,0
2706578;Тушеный лосось по-пуэрто-рикански;Рыба и морепродукты;12,00;600,0;calculated;7,02;8,47;146,0
2706579;Мясной рулет, NS в зависимости от типа мяса;Мясо;17,50;875,0;calculated;11,00;7,20;202,0
2706580;Фрикадельки в панировке, NS по виду мяса, с подливкой;Мясо;12,20;610,0;calculated;7,51;6,28;143,0
2706581;Мясной рулет из говядины и свинины;Мясо;17,30;865,0;calculated;10,50;7,18;196,0
2706582;Мясной рулет из говядины, телятины и свинины;Мясо;17,30;865,0;calculated;10,50;7,18;196,0
2706583;Мясной рулет из говядины и свинины, с томатным соусом;Мясо;13,60;680,0;calculated;8,18;6,75;157,0
2706584;Хэш, NS относительно типа мяса;Мясо;8,73;436,5;calculated;10,20;9,27;164,0
2706585;Венские колбаски, тушенные с картофелем, по-пуэрто-рикански;Мясо;5,08;254,0;calculated;16,40;13,10;219,0
2706586;Тушеный, приправленный говяжий и свиной фарш с картофелем по-мексикански;Мясо;12,80;640,0;calculated;8,02;4,16;143,0
2706587;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;6,93;346,5;calculated;5,15;13,50;126,0
2706588;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листовых; без соуса";Мясо;6,97;348,5;calculated;5,10;15,00;131,0
2706589;"Солонина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;4,76;238,0;calculated;6,00;13,70;127,0
2706590;"Солонина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;4,84;242,0;calculated;5,38;15,40;127,0
2706591;Тушенка, говядина, консервы;Мясо;5,00;250,0;calculated;5,96;6,54;100,0
2706592;Тушеное мясо, говядина;Мясо;8,76;438,0;calculated;5,07;6,29;107,0
2706593;Тушеное мясо, говядина, с макаронами;Мясо;9,76;488,0;calculated;5,23;10,80;132,0
2706594;Пастуший пирог;Мясо;7,64;382,0;calculated;6,30;8,72;123,0
2706595;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;5,23;261,5;calculated;7,16;11,20;129,0
2706596;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;5,30;265,0;calculated;6,34;12,40;126,0
2706597;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сливочный соус, белый соус или грибной соус";Яйца;5,28;264,0;calculated;7,06;11,10;127,0
2706598;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сливочный соус, белый соус или грибной соус";Яйца;5,33;266,5;calculated;6,69;12,20;128,0
2706599;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;5,33;266,5;calculated;6,96;11,10;126,0
2706600;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;5,39;269,5;calculated;6,56;12,30;126,0
2706601;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сырный соус";Сыры;8,14;407,0;calculated;5,43;11,80;127,0
2706602;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сырный соус";Сыры;8,17;408,5;calculated;5,43;13,00;131,0
2706603;"Говядина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; соевый соус";Мясо;11,80;590,0;calculated;8,82;5,96;149,0
2706604;"Говядина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; соевый соус";Мясо;11,80;590,0;calculated;8,81;5,80;148,0
2706605;"Говядина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; без соуса";Мясо;8,71;435,5;calculated;5,19;16,70;148,0
2706606;"Говядина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;8,78;439,0;calculated;4,91;18,30;151,0
2706607;Чау-мейн из говядины или отбивное рагу с лапшой;Мясо;10,80;540,0;calculated;4,89;11,20;129,0
2706608;"Говядина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; соевый соус";Мясо;10,30;515,0;calculated;7,58;7,60;139,0
2706609;"Говядина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; соевый соус";Мясо;10,40;520,0;calculated;7,64;7,44;139,0
2706610;"Говядина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; томатный соус";Мясо;6,74;337,0;calculated;5,06;13,70;126,0
2706611;"Говядина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;6,77;338,5;calculated;5,07;14,90;130,0
2706612;"Говядина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; грибной соус";Мясо;6,60;330,0;calculated;5,06;13,60;125,0
2706613;"Говядина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; грибной соус";Мясо;6,63;331,5;calculated;5,03;14,60;129,0
2706614;"Говядина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; подливка";Мясо;6,65;332,5;calculated;5,04;13,80;127,0
2706615;"Говядина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;6,68;334,0;calculated;5,05;14,90;131,0
2706616;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;7,54;377,0;calculated;4,86;18,40;149,0
2706617;"Говядина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;7,62;381,0;calculated;4,29;20,00;149,0
2706618;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;5,85;292,5;calculated;5,40;14,90;131,0
2706619;"Говядина, рис и овощи, за исключением моркови, брокколи и/или темно-зеленых листьев; томатный соус";Мясо;5,91;295,5;calculated;4,99;16,10;132,0
2706620;Голубцы с говядиной и рисом;Мясо;8,30;415,0;calculated;5,06;8,83;114,0
2706621;Фаршированные виноградные листья с говядиной и рисом;Мясо;8,15;407,5;calculated;17,00;11,30;228,0
2706622;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; грибной соус";Мясо;5,78;289,0;calculated;5,23;14,70;130,0
2706623;"Говядина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; грибной соус";Мясо;5,81;290,5;calculated;5,23;15,70;133,0
2706624;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сырный соус";Сыры;8,58;429,0;calculated;5,51;15,50;147,0
2706625;"Говядина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сырный соус";Сыры;8,18;409,0;calculated;5,24;15,80;143,0
2706626;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;5,77;288,5;calculated;5,18;15,00;131,0
2706627;"Говядина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;5,80;290,0;calculated;5,18;16,10;135,0
2706628;"Говядина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; соевый соус";Мясо;10,60;530,0;calculated;7,70;7,90;143,0
2706629;"Говядина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; соевый соус";Мясо;10,90;545,0;calculated;7,96;7,75;145,0
2706630;Я могу есть говядину;Мясо;8,92;446,0;calculated;15,40;24,00;271,0
2706631;"Говядина, пельмени и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; подливка";Мясо;6,15;307,5;calculated;6,36;11,70;127,0
2706632;"Говядина, пельмени и овощи, за исключением моркови, брокколи и темно-зеленых листовых; подливка";Мясо;6,19;309,5;calculated;6,16;12,80;130,0
2706633;Фаршированный зеленый перец по-пуэрторикански;Мясо;8,89;444,5;calculated;5,84;15,60;152,0
2706634;"Ветчина или свинина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;8,42;421,0;calculated;4,91;18,30;151,0
2706635;"Ветчина или свинина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;8,35;417,5;calculated;5,19;16,70;148,0
2706636;"Ветчина или свинина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сырный соус";Сыры;9,18;459,0;calculated;6,42;15,30;155,0
2706637;"Свинина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;6,55;327,5;calculated;5,43;13,40;128,0
2706638;"Ветчина или свинина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;6,48;324,0;calculated;5,02;13,80;125,0
2706639;"Колбаса, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;5,26;263,0;calculated;5,69;15,30;131,0
2706640;"Колбаса, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; томатный соус";Мясо;5,22;261,0;calculated;5,69;14,20;127,0
2706641;"Свинина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;5,03;251,5;calculated;7,06;11,20;128,0
2706642;"Свинина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;5,12;256,0;calculated;6,64;12,30;127,0
2706643;"Колбаса, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;3,73;186,5;calculated;7,53;11,60;128,0
2706644;"Колбаса, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листовых; подливка";Мясо;3,78;189,0;calculated;7,12;12,80;128,0
2706645;"Свинина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;4,98;249,0;calculated;6,84;11,20;126,0
2706646;"Свинина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;5,03;251,5;calculated;6,43;12,40;126,0
2706647;"Свинина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;6,59;329,5;calculated;5,44;14,90;133,0
2706648;Свиная чау-мейн или отбивная с лапшой;Мясо;10,40;520,0;calculated;6,38;11,20;143,0
2706649;"Свинина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; соевый соус";Мясо;9,96;498,0;calculated;7,89;7,90;144,0
2706650;"Свинина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; соевый соус";Мясо;10,20;510,0;calculated;8,15;7,75;147,0
2706651;"Свинина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;5,61;280,5;calculated;5,07;15,00;129,0
2706652;"Свинина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;5,64;282,0;calculated;5,07;16,10;133,0
2706653;"Ветчина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;5,56;278,0;calculated;5,06;15,00;126,0
2706654;"Ветчина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;5,47;273,5;calculated;5,90;13,40;128,0
2706655;Кисло-сладкая свинина с рисом;Мясо;9,81;490,5;calculated;8,83;16,50;187,0
2706656;"Баранина или баранина, рис и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;5,05;252,5;calculated;5,51;16,30;136,0
2706657;"Баранина или баранина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;5,13;256,5;calculated;5,31;15,20;130,0
2706658;"Баранина или баранина, рис и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;5,02;251,0;calculated;5,50;15,20;133,0
2706659;Фаршированные виноградные листья с бараниной и рисом;Мясо;8,17;408,5;calculated;21,50;11,90;271,0
2706660;Тушеное мясо, баранина;Мясо;8,19;409,5;calculated;6,39;6,29;117,0
2706661;Тушеный кролик по-пуэрто-рикански,;Мясо;17,10;855,0;calculated;12,70;6,83;214,0
2706662;"Оленина или оленина, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;5,95;297,5;calculated;6,50;11,20;127,0
2706663;"Оленина или оленина, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;6,01;300,5;calculated;6,10;12,30;127,0
2706664;"Оленина или оленина, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые пластинки; томатный соус";Мясо;7,43;371,5;calculated;5,11;13,60;130,0
2706665;"Оленина или оленина, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;7,47;373,5;calculated;5,11;14,80;134,0
2706666;Курица или индейка, картофель, кукуруза и сыр с соусом;Сыры;4,51;225,5;calculated;6,11;13,30;123,0
2706667;"Курица или индейка, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;6,16;308,0;calculated;5,97;13,30;129,0
2706668;"Курица или индейка, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;6,21;310,5;calculated;5,70;14,80;132,0
2706669;"Курица или индейка, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;4,72;236,0;calculated;6,82;11,20;123,0
2706670;"Курица или индейка, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;4,75;237,5;calculated;6,82;12,30;127,0
2706671;"Курица или индейка, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сливочный соус, белый соус или грибной соус";Яйца;4,79;239,5;calculated;7,12;11,10;126,0
2706672;"Курица или индейка, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сливочный соус, белый соус или грибной соус";Яйца;4,84;242,0;calculated;6,75;12,10;126,0
2706673;"Курица или индейка, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сырный соус";Сыры;7,54;377,0;calculated;5,93;11,70;129,0
2706674;"Курица или индейка, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; сырный соус";Сыры;7,57;378,5;calculated;5,93;12,90;133,0
2706675;"Курица или индейка, картофель и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;4,81;240,5;calculated;7,02;11,10;124,0
2706676;"Курица или индейка, картофель и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;4,84;242,0;calculated;7,03;12,20;128,0
2706677;Тушеное мясо, курица, с макаронами;Мясо;10,20;510,0;calculated;2,49;10,80;108,0
2706678;Тушеное мясо, курица;Мясо;9,24;462,0;calculated;2,34;6,29;84,0
2706679;"Курица или индейка, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; без соуса";Мясо;7,95;397,5;calculated;5,46;16,60;147,0
2706680;"Курица или индейка, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; без соуса";Мясо;8,00;400,0;calculated;5,41;18,10;151,0
2706681;"Курица или индейка, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; подливка";Мясо;6,08;304,0;calculated;5,62;13,70;129,0
2706682;"Курица или индейка, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; подливка";Мясо;6,13;306,5;calculated;5,20;14,90;130,0
2706683;"Курица или индейка, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; сливочный соус, белый соус или грибной соус";Яйца;6,06;303,0;calculated;5,64;13,50;128,0
2706684;"Курица или индейка, лапша и овощи, за исключением моркови, брокколи и/или темно-зеленых листьев; сливочный соус, белый соус или грибной соус";Яйца;6,09;304,5;calculated;5,64;14,50;132,0
2706685;"Курица или индейка, лапша и овощи, включая морковь, брокколи и/или темно-зеленые листовые овощи; томатный соус";Мясо;6,16;308,0;calculated;5,84;13,60;130,0
2706686;"Курица или индейка, лапша и овощи, за исключением моркови, брокколи и темно-зеленых листьев; томатный соус";Мясо;6,19;309,5;calculated;5,84;14,70;134,0
2706687;Чау-мейн из курицы или индейки или отбивное рагу с лапшой;Мясо;9,91;495,5;calculated;5,43;11,20;131,0
